,0,1,2,3
2,Mag,-99,117,-580
8,Mag,-63,125,-578
14,Mag,0,184,-575
20,Mag,13,223,-573
26,Mag,-21,302,-569
32,Mag,-64,320,-571
38,Mag,-153,302,-574
44,Mag,-185,260,-573
50,Mag,-204,215,-572
56,Mag,-160,135,-574
62,Mag,-109,121,-578
68,Mag,-63,129,-580
74,Mag,6,194,-578
80,Mag,9,243,-573
86,Mag,-38,316,-567
92,Mag,-82,326,-562
98,Mag,-130,317,-564
104,Mag,-193,260,-570
110,Mag,-203,213,-570
116,Mag,-173,139,-571
122,Mag,-141,122,-573
128,Mag,-98,115,-572
134,Mag,-18,145,-566
140,Mag,8,179,-565
146,Mag,15,256,-561
152,Mag,0,286,-560
158,Mag,-30,315,-559
164,Mag,-97,335,-557
170,Mag,-133,328,-556
176,Mag,-197,278,-553
182,Mag,-212,247,-552
188,Mag,-212,175,-552
194,Mag,-199,147,-550
200,Mag,-174,120,-549
206,Mag,-109,97,-545
212,Mag,-77,96,-539
218,Mag,-16,129,-535
224,Mag,4,147,-532
230,Mag,20,176,-528
236,Mag,38,236,-518
242,Mag,31,262,-516
248,Mag,5,311,-507
254,Mag,-13,332,-501
260,Mag,-40,340,-495
266,Mag,-90,345,-485
272,Mag,-113,341,-479
278,Mag,-161,330,-470
284,Mag,-174,310,-464
290,Mag,-190,293,-458
296,Mag,-204,254,-449
302,Mag,-201,236,-439
308,Mag,-201,212,-430
314,Mag,-185,201,-428
320,Mag,-182,190,-422
326,Mag,-169,178,-417
332,Mag,-161,177,-418
338,Mag,-153,171,-416
344,Mag,-141,160,-414
350,Mag,-134,153,-417
356,Mag,-114,150,-416
362,Mag,-105,146,-418
368,Mag,-89,145,-418
374,Mag,-84,111,-420
380,Mag,-88,155,-412
386,Mag,-109,198,-390
392,Mag,-117,219,-384
398,Mag,-117,232,-386
404,Mag,-130,218,-391
410,Mag,-140,210,-393
416,Mag,-165,208,-405
422,Mag,-173,202,-411
428,Mag,-183,214,-418
434,Mag,-195,240,-427
440,Mag,-191,235,-421
446,Mag,-175,192,-405
452,Mag,-175,199,-405
458,Mag,-157,261,-395
464,Mag,-31,275,-380
470,Mag,-17,221,-381
476,Mag,-20,190,-388
482,Mag,7,191,-407
488,Mag,38,239,-432
494,Mag,41,286,-494
500,Mag,15,303,-530
506,Mag,-63,285,-574
512,Mag,-94,266,-579
518,Mag,-107,296,-564
524,Mag,-186,267,-521
530,Mag,-170,144,-521
536,Mag,41,244,-528
542,Mag,-2,319,-526
548,Mag,-28,340,-513
554,Mag,-77,365,-483
560,Mag,-113,355,-473
566,Mag,-123,348,-467
572,Mag,-90,359,-466
578,Mag,-19,348,-468
584,Mag,41,295,-487
590,Mag,28,299,-492
596,Mag,-20,335,-519
602,Mag,-18,323,-531
608,Mag,-21,318,-547
614,Mag,-51,299,-567
620,Mag,-68,284,-570
626,Mag,-93,269,-581
632,Mag,-99,273,-576
